CLASS,REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN
PATH,0.491089109,0.698060942,0,0,0,1.074075082,0.405621368,2.516126337,2.495172391,0.508591069,0.520661174,0.491967852,0.467496481,-0.139264997,0.328384278,-0.451612817,0.494780808,-0.349886408,0.076489324
PATH,1.045544554,0.775623269,0,0,0,0.592593962,0.805994945,0.645160672,0.303056827,0.564382489,0.561983523,0.568273034,0.511756565,-0.324951613,0.485589525,-0.620967705,0.574112708,-0.264757998,0.052009645
PATH,-0.530693069,0.59833795,0,0,0,0.555557881,-0.099329276,0.709677198,0.929840174,0.633111008,0.652892551,0.630522094,0.569847819,-0.216634432,0.513537159,-0.798387101,0.638830938,-0.260447867,0.16251856
PATH,-0.277227723,0.631578947,0,0,0,0.481482786,0.308015226,1.225805689,1.139015213,0.630685298,0.647382964,0.620481889,0.580912915,-0.239845241,0.471615802,-0.677419407,0.628392479,-0.307555816,0.118768787
PATH,1.021782178,0.819944598,0,0,0,0.148148924,0.458578497,0.483870025,0.125087474,0.570042501,0.570247953,0.560240985,0.533886607,-0.30947774,0.419214011,-0.483870922,0.565762061,-0.336577902,0.010644931
PATH,0.918811881,0.775623269,0,0.11111111,0,-0.296295315,-0.195918073,1.709676179,1.384672696,0.539316752,0.531680398,0.540160648,0.495159121,-0.340425555,0.447161646,-0.516128955,0.544885217,-0.283552418,0.008642182
PATH,0.736633663,0.797783934,0,0,0,-0.037036081,0.131886991,1.032257447,0.385509838,0.511016779,0.509641802,0.499999955,0.475795328,-0.255319114,0.359825328,-0.403225768,0.503131511,-0.325474892,0.009035089
PATH,0.308910891,0.720221607,0,0.11111111,0,0.888890877,0.757054064,2.129030143,1.392408674,0.607236679,0.619834731,0.598393576,0.558782873,-0.247582247,0.457641891,-0.637096866,0.605428011,-0.304445988,0.099549113
PATH,0.633663366,0.764542936,0,0,0,-0.185183738,-0.050223441,0.8709668,0.016622595,0.600768119,0.619834731,0.578313275,0.564315321,-0.185686616,0.380786101,-0.524193463,0.584551205,-0.376733666,0.086116102
PATH,0.76039604,0.808864266,0,0,0,1.962965559,1.681123305,0.548386958,0.607733566,0.511016779,0.495867785,0.502008039,0.486860299,-0.371373232,0.37030573,-0.306451599,0.505219248,-0.321618748,-0.105888126
PATH,0.506930693,0.731301939,0,0,0,0.333333862,0.202644047,0.322580133,0.140679799,0.622599532,0.628099161,0.620481889,0.572614068,-0.324951613,0.506550329,-0.669354754,0.628392479,-0.292346206,0.072648569
PATH,-0.443564356,0.59833795,0,0,0,1.074075415,0.437211355,0.032258176,0.097967211,0.612896692,0.633608748,0.600401588,0.561549097,-0.185686616,0.443668231,-0.669354754,0.607515673,-0.314449363,0.139568117
PATH,1.02970297,0.808864266,0,0,0,1.111112363,1.402840991,1.387095988,0.745771098,0.573276738,0.567493134,0.568273034,0.536652831,-0.363636295,0.447161646,-0.491935575,0.574112708,-0.325856218,-0.006596562
PATH,0.221782178,0.664819945,0,0.11111111,0,1.222224806,1.629471428,3.225803535,2.545738375,0.397008294,0.435261634,0.353413611,0.362378969,0.208897495,0.087336286,-0.258064477,0.350730678,-0.498539144,0.29600168
PATH,0.396039604,0.720221607,0,0,0.11111111,1.111113296,0.615753769,0.709677198,0.787630945,0.582979578,0.586776813,0.584337311,0.528354109,-0.294003867,0.48908294,-0.661290246,0.59081419,-0.267685605,0.08683239
PATH,1.013861386,0.864265928,0,0,0,0.851852663,1.226854819,0.612902787,0.11841241,0.515868178,0.520661174,0.506024118,0.473029004,-0.208897495,0.37030573,-0.475806414,0.509394628,-0.322293813,0.057770618
PATH,-0.768316832,0.55401662,0,0,0,-0.074072762,0.054559573,4.838705361,2.440042243,0.44471397,0.454545437,0.407630478,0.431535319,-0.085106371,0.164192202,-0.129032275,0.40709811,-0.490526025,-0.146264552
PATH,0.063366337,0.686980609,0,0.11111111,0,0.629630843,0.053167458,1.258063633,0.452888387,0.514251016,0.548209407,0.481927666,0.473029004,0.038684752,0.251528394,-0.45967747,0.484342367,-0.388750799,0.19658086
PATH,-0.348514851,0.609418283,0,0,0,0.037037748,0.342982553,0.419354893,0.538241877,0.583788126,0.608815359,0.570281082,0.528354109,-0.116054118,0.412227181,-0.669354754,0.576200407,-0.304093297,0.180159382
PATH,0.538613861,0.720221607,0,0,0,-0.037035614,0.116863639,0.935482978,0.764541575,0.586213902,0.606060565,0.580321287,0.52558786,-0.162475806,0.454148476,-0.71774202,0.586638867,-0.271488791,0.168841998
PATH,-0.538613861,0.59833795,0,0,0,0.444446305,0.03188519,0.06451641,0.549962634,0.625025242,0.63911841,0.620481889,0.569847819,-0.255319114,0.496069864,-0.71774202,0.628392479,-0.284545784,0.120513505
PATH,0.807920792,0.753462604,0,0,0,0.481482386,0.136824144,0.354838773,0.260720807,0.550636777,0.553718994,0.542168696,0.508990341,-0.26305612,0.408733703,-0.508064519,0.546972917,-0.324479138,0.04414284
PATH,0.530693069,0.753462604,0,0,0,0.444445905,0.097609401,0.354838773,0.062353791,0.594299602,0.608815359,0.582329299,0.547717802,-0.216634432,0.429694319,-0.604838761,0.588726529,-0.324161817,0.10648431
PATH,0.665346535,0.753462604,0,0,0,8.00E-07,0.113055033,0.096774005,0.073254589,0.607236679,0.622589574,0.594377516,0.561549097,-0.224371368,0.436681306,-0.61290327,0.60125265,-0.330111941,0.104410751
PATH,0.736633663,0.808864266,0,0,0,-0.296295315,-0.120079915,0.322580481,-0.012923559,0.543359646,0.531680398,0.534136503,0.517289013,-0.379110308,0.39825327,-0.362903228,0.538622119,-0.332030671,-0.078279322
PATH,0.205940594,0.664819945,0,0,0,0.666668591,0.598008925,0.870967207,0.33204179,0.478673977,0.512396744,0.447791171,0.434301543,0.077369435,0.227074301,-0.443548309,0.448851816,-0.377582688,0.214289281
PATH,-0.403960396,0.609418283,0,0,0,0.592593496,0.162199851,0.129031891,0.100558601,0.606428109,0.628099161,0.600401588,0.544951653,-0.170212743,0.471615802,-0.750000053,0.607515673,-0.270676864,0.176563651
PATH,0.411881188,0.753462604,0,0.11111111,0,0.703704739,1.18766676,0.06451641,0.117573601,0.628259522,0.625344368,0.62449795,0.589211587,-0.402321048,0.503056851,-0.580645165,0.63256784,-0.324874996,0.006307542
PATH,0.744554455,0.786703601,0,0,0,0.481482386,-0.217405361,1.967740309,0.166946392,0.514251016,0.526170811,0.497991925,0.473029004,-0.147001933,0.335371234,-0.45967747,0.501043831,-0.336169196,0.084309566
PATH,0.372277228,0.686980609,0,0,0,2.25926114,0.471188082,2.548384339,0.448427489,0.58055389,0.600550979,0.558232937,0.542185279,-0.15473887,0.363318774,-0.516128955,0.563674361,-0.379439176,0.105732376
PATH,0.83960396,0.819944598,0,0,0,0.888890544,1.047888548,1.22580598,0.385509565,0.557105293,0.556473787,0.550200744,0.517289013,-0.301740803,0.422707426,-0.500000083,0.555323564,-0.323529487,0.021088671
PATH,0.641584158,0.786703601,0,0,0,-0.111109443,-0.056952556,1.129030872,0.81929838,0.437436862,0.451790643,0.413654623,0.40110653,-0.038684752,0.227074301,-0.322580687,0.413361208,-0.378690431,0.095742397
PATH,0.506930693,0.709141274,0,0,0,0.592593962,0.703510026,0.903224686,0.196781965,0.579745254,0.603305772,0.562248997,0.531120383,-0.123791124,0.387772962,-0.604838761,0.567849723,-0.331527251,0.155111296
PATH,1.005940594,0.864265928,0,0,0,0.074074629,0.081798425,0.193548475,0.097101466,0.53365674,0.537190133,0.520080328,0.49792527,-0.239845241,0.366812283,-0.435483873,0.524008393,-0.34627316,0.023457191
PATH,1.045544554,0.87534626,0,0,0,1.148149244,1.274668594,0.806450681,0.735416083,0.486759656,0.484848413,0.471887551,0.456431585,-0.232108305,0.317904002,-0.330645123,0.473904002,-0.369120479,-0.024462499
PATH,1.037623762,0.87534626,0,0,0,2.222223926,3.197811685,2.387094505,2.625664742,0.406711113,0.399449071,0.383534117,0.390041459,-0.185686616,0.202620081,-0.112903186,0.382045943,-0.390513865,-0.197818669
PATH,0.847524752,0.764542936,0,0,0,0.111112443,-0.145904859,0.516128375,0.110820404,0.601576667,0.603305772,0.592369485,0.564315321,-0.332688619,0.450655061,-0.532258116,0.599164969,-0.334835831,0.01944511
PATH,-0.15049505,0.631578947,0,0.11111111,0,0.370371677,0.478682437,0.580644901,0.487342107,0.600768119,0.625344368,0.578313275,0.558782873,-0.139264997,0.380786101,-0.572580729,0.584551205,-0.361846391,0.132029671
PATH,0.902970297,0.819944598,0,0,0,0.259260434,0.342982278,0.451612488,0.08661499,0.558722477,0.548209407,0.556224907,0.522821536,-0.386847244,0.447161646,-0.467741978,0.561586681,-0.316600531,-0.035308941
PATH,-0.087128713,0.664819945,0,0,0,0.74074242,0.65899841,0.645161079,0.310883342,0.539316752,0.570247953,0.516064214,0.489626523,-0.015473873,0.321397448,-0.564516221,0.519832975,-0.342422108,0.196818981
PATH,0.697029703,0.764542936,0,0,0.11111111,1.185186592,1.008673736,2.483868626,2.776583114,0.579745254,0.600550979,0.558232937,0.539419055,-0.147001933,0.366812283,-0.532258116,0.563674361,-0.373294571,0.140856023
PATH,0.902970297,0.808864266,0,0,0,0.407408558,0.86482783,0.903224395,0.409082758,0.582170986,0.573002796,0.576305226,0.550484126,-0.402321048,0.450655061,-0.45967747,0.582463506,-0.330908552,-0.045713664
PATH,0.910891089,0.786703601,0,0,0,0.925926491,0.585273877,1.516127588,1.248961885,0.599150979,0.586776813,0.604417612,0.556016649,-0.448742806,0.524017467,-0.580645165,0.611690996,-0.281714732,-0.020544992
PATH,0.467326733,0.709141274,0,0.11111111,0,0.148150191,0.661825814,0.290322247,0.43265371,0.610471003,0.628099161,0.60642566,0.550484126,-0.208897495,0.485589525,-0.741935399,0.613778696,-0.269895921,0.151799929
PATH,0.475247525,0.709141274,0,0.11111111,0,1.111113296,1.288304723,0.354838367,0.376513243,0.592682462,0.606060565,0.590361401,0.533886607,-0.224371368,0.478602695,-0.709677512,0.597077232,-0.266505279,0.135059725
PATH,0.087128713,0.664819945,0,0,0,-0.259257967,-0.122013097,0.387096717,0.427528737,0.477056837,0.509641802,0.447791171,0.431535319,0.069632498,0.234061131,-0.451612817,0.448851816,-0.369379788,0.217208705
PATH,0.095049505,0.653739612,0,0,0,0.74074242,0.913152511,1.935481726,1.024531531,0.427733999,0.44903585,0.393574304,0.398340206,0.030947746,0.164192202,-0.250000042,0.392484384,-0.428700448,0.087119001
PATH,0.83960396,0.808864266,0,0.11111111,0,0.814816248,0.963929099,1.193547804,1.037546125,0.569233866,0.573002796,0.556224907,0.533886607,-0.278529993,0.401746716,-0.475806414,0.561586681,-0.354763807,0.021948345
PATH,0.166336634,0.675900277,0,0.11111111,0,-0.185184138,0.02462221,0.064516061,0.271001569,0.469779641,0.509641802,0.437750985,0.420470323,0.139264997,0.213100484,-0.475806414,0.438413376,-0.366338587,0.264765835
PATH,0.364356436,0.753462604,0,0,0,1.185187058,0.014302611,2.096772606,0.980470194,0.642005257,0.625344368,0.640562191,0.614107853,-0.533849108,0.527510913,-0.500000083,0.649269285,-0.298112033,-0.096444234
PATH,-0.776237624,0.55401662,0,0,0,0.037038614,0.041908282,4.483867052,2.659184146,0.451182509,0.454545437,0.423694719,0.431535319,-0.147001933,0.220087345,-0.193548412,0.423799555,-0.429348133,-0.118712107
PATH,0.166336634,0.698060942,0,0.11111111,0,0.666668591,0.641886093,0.967741328,0.097101302,0.570851049,0.600550979,0.550200744,0.520055387,-0.061895562,0.363318774,-0.61290327,0.555323564,-0.336551853,0.184172104
PATH,0.625742574,0.786703601,0,0,0,0.851853596,0.82795819,1.838707837,1.422207257,0.426116816,0.440771296,0.401606406,0.390041459,-0.02321081,0.213100484,-0.306451599,0.400835087,-0.372855547,0.091240428
PATH,0.451485149,0.698060942,0,0,0,0.888890877,0.667466011,0.967741328,0.703391094,0.597533861,0.603305772,0.594377516,0.547717802,-0.294003867,0.478602695,-0.637096866,0.60125265,-0.293888116,0.074566056
PATH,0.887128713,0.831024931,0,0,0.11111111,1.74074154,1.339602026,0.322580481,0.150347409,0.612896692,0.611570202,0.60843369,0.572614068,-0.371373232,0.485589525,-0.572580729,0.615866376,-0.314962575,0.014815009
PATH,0.38019802,0.709141274,0,0,0.22222222,0.703705539,0.567054278,2.354836909,0.83546173,0.606428109,0.619834731,0.6024096,0.550484126,-0.239845241,0.48209611,-0.701612859,0.609603334,-0.280523908,0.125613425
PATH,-0.023762376,0.64265928,0,0,0,0.444445905,0.444955744,0.967741328,0.054047606,0.587022472,0.606060565,0.564257009,0.550484126,-0.170212743,0.366812283,-0.508064519,0.569937384,-0.376984436,0.090853462
PATH,0.895049505,0.797783934,0,0,0.22222222,0.111112843,0.766855864,1.387095582,1.147222994,0.58863959,0.578512383,0.588353371,0.550484126,-0.41779506,0.485589525,-0.524193463,0.594989552,-0.300419804,-0.030909895
PATH,0.166336634,0.664819945,0,0.11111111,0,-0.11110991,0.000761797,0.774192737,0.579960866,0.479482526,0.512396744,0.453815262,0.428769045,0.069632498,0.255021904,-0.500000083,0.455114858,-0.345488574,0.237072895
PATH,0.942574257,0.808864266,0,0,0,0.407408558,0.229198581,0.225807115,0.393236309,0.593491011,0.58402197,0.594377516,0.553250375,-0.41779506,0.496069864,-0.54838706,0.60125265,-0.292608649,-0.016728322
PATH,0.815841584,0.753462604,0,0,0,1.074075415,0.893657431,0.903225499,0.469988841,0.563573854,0.564738242,0.558232937,0.520055387,-0.294003867,0.436681306,-0.540322624,0.563674361,-0.311180972,0.042844497
PATH,0.41980198,0.731301939,0,0,0,1.074075415,1.404164283,1.258063227,0.680519022,0.627450952,0.63911841,0.618473877,0.580912915,-0.278529993,0.47510928,-0.645161375,0.626304817,-0.317567808,0.092412243
PATH,1.037623762,0.808864266,0,0,0,0.888890877,0.863007009,1.322579404,0.664113186,0.567616769,0.564738242,0.560240985,0.531120383,-0.332688619,0.429694319,-0.483870922,0.565762061,-0.337946756,0.001531485
PATH,0.221782178,0.698060942,0,0,0,0.185186205,0.161010322,0.935482978,0.511261652,0.604002399,0.636363591,0.574297196,0.564315321,-0.077369435,0.345851542,-0.556451568,0.580375825,-0.388473079,0.160334692
PATH,-0.023762376,0.664819945,0,0.11111111,0,0.333334729,0.315905246,0.612903948,0.238335891,0.509399639,0.545454563,0.479919635,0.461964033,0.061895562,0.262008765,-0.508064519,0.482254687,-0.365027352,0.227921555
PATH,0.388118812,0.742382271,0,0,0,0.666668191,0.336288442,0.580644901,0.434356188,0.642813805,0.647382964,0.642570239,0.591977811,-0.355899428,0.534497901,-0.701612859,0.651356984,-0.288755756,0.070158982
PATH,0.483168317,0.709141274,0,0.11111111,0,1.592593882,0.830446248,0.19354772,0.137427557,0.584596697,0.597796185,0.580321287,0.528354109,-0.216634432,0.461135368,-0.677419407,0.586638867,-0.276317031,0.12776261
