,pop,perHoush,pctBlack,pctWhite,pctAsian,pctHisp,pct12-21,pct12-29,pct16-24,pct65up,persUrban,pctUrban,medIncome,pctWwage,pctWfarm,pctWdiv,pctWsocsec,pctPubAsst,pctRetire,medFamIncome,perCapInc,whitePerCap,blackPerCap,NAperCap,asianPerCap,hispPerCap,persPoverty,pctPoverty,pctLowEdu,pctNotHSgrad,pctCollGrad,pctUnemploy,pctEmploy,pctEmployMfg,pctEmployProfServ,pctOccupManu,pctOccupMgmt,pctMaleDivorc,pctMaleNevMar,pctFemDivorc,pctAllDivorc,persPerFam,pct2Par,pctKids2Par,pctKids-4w2Par,pct12-17w2Par,pctWorkMom-6,pctWorkMom-18,kidsBornNevrMarr,pctKidsBornNevrMarr,numForeignBorn,pctFgnImmig-3,pctFgnImmig-5,pctFgnImmig-8,pctFgnImmig-10,pctImmig-3,pctImmig-5,pctImmig-8,pctImmig-10,pctSpeakOnlyEng,pctNotSpeakEng,pctLargHousFam,pctLargHous,persPerOccupHous,persPerOwnOccup,persPerRenterOccup,pctPersOwnOccup,pctPopDenseHous,pctSmallHousUnits,medNumBedrm,houseVacant,pctHousOccup,pctHousOwnerOccup,pctVacantBoarded,pctVacant6up,medYrHousBuilt,pctHousWOphone,pctHousWOplumb,ownHousLowQ,ownHousMed,ownHousUperQ,ownHousQrange,rentLowQ,rentMed,rentUpperQ,rentQrange,medGrossRent,medRentpctHousInc,medOwnCostpct,medOwnCostPctWO,persEmergShelt,persHomeless,pctForeignBorn,pctBornStateResid,pctSameHouse-5,pctSameCounty-5,pctSameState-5,landArea,popDensity,pctUsePubTrans,pctOfficDrugUnit,murders
10,0.002953275,0.255434783,0.130650667,0.830737494,0.012885252,0.04486708,0.223805701,0.313921152,0.178365548,0.246527098,0.004314882,1,0.138525083,0.649047326,0.235834609,0.379070047,0.389354568,0.153225806,0.279191439,0.148272027,0.132472229,0.135362429,0.035338488,0.0190125,0.085781566,0.083113746,0.003335942,0.260983264,0.178506742,0.324099723,0.226950355,0.196255433,0.55037594,0.485202168,0.350129678,0.334965035,0.355616345,0.520891365,0.240780911,0.578998542,0.551546392,0.29787234,0.643352683,0.623855681,0.728148959,0.657765102,0.676789929,0.653943484,0.001143004,0.090310786,0.000440729,0.278581428,0.464679622,0.693973518,0.743863636,0.038657914,0.052684395,0.065509077,0.05945449,0.955510072,0.021132272,0.07962253,0.068024975,0.285714286,0.31010453,0.238993711,0.550114032,0.056527591,0.53153446,0.333333333,0.010252877,0.810336421,0.514504584,0.069440963,0.496392862,0.541666667,0.33040201,0.056285178,0.035465833,0.063059182,0.096227011,0.125075529,0.149667406,0.209988649,0.236874237,0.176836862,0.232385661,0.440594059,0.165775401,0.210526316,4.28E-05,0,0.046330123,0.682717907,0.496328488,0.682837995,0.832413896,0.010591499,0.018229349,0,0,1
11,0.002072188,0.350543478,0.220751009,0.482104177,0.299146787,0.280130293,0.182055399,0.318010797,0.145642591,0.1522207,0.003435682,1,0.144764245,0.641825446,0,0.230325604,0.253981559,0.52531362,0.231153389,0.140944766,0.090725911,0.093644482,0.049085423,0.0171625,0.089916639,0.142969551,0.003329444,0.320432357,0.278325619,0.453185596,0.129078014,0.295553327,0.519966583,0.278032514,0.221193034,0.373193473,0.129081894,0.656267409,0.359002169,0.758872144,0.708247423,0.50212766,0.496814385,0.512385568,0.577875137,0.479128857,0.538316286,0.416069169,0.002803489,0.27202925,0.003180645,0.340177322,0.430015756,0.58990224,0.707954545,0.42159008,0.434019067,0.496842936,0.504443763,0.583324356,0.281763632,0.338248304,0.263227079,0.428571429,0.449477352,0.389937107,0.409794743,0.305013459,0.747724317,0.333333333,0.003925156,0.893060296,0.380258696,0.094760592,0.19276041,0.5,0.261725293,0.120075047,0.160413771,0.204786254,0.242687065,0.150755287,0.340354767,0.434733258,0.505494505,0.236612702,0.459826947,0.896039604,0.550802139,0.127819549,0.000855322,0.004690342,0.435569578,0.471119343,0.401318747,0.601107226,0.841508871,0.000504357,0.212060633,0.206515737,0,12
12,0.004189505,0.255434783,0.125995655,0.86343476,0.018979627,0.005884207,0.339823364,0.449043023,0.327568667,0.192525924,0,0,0.097395411,0.669176398,0.189892802,0.338940286,0.311539536,0.211021505,0.246848989,0.133850857,0.112339619,0.112594276,0.028361305,0.013825,0.085894598,0.295216659,0.00626825,0.405683403,0.303481586,0.374792244,0.280851064,0.187562688,0.564745196,0.292413506,0.377176732,0.320745921,0.358864763,0.44735376,0.420359467,0.49003403,0.470103093,0.268085106,0.589409599,0.570813139,0.68543264,0.616670988,0.535483871,0.55967946,0.001887948,0.130164534,0.000290939,0.516876653,0.650210084,0.662170523,0.678863636,0.037199125,0.038133467,0.032359905,0.028194913,0.975654422,0.015392643,0.059864347,0.046993099,0.241496599,0.275261324,0.194968553,0.470291682,0.041049798,0.544104898,0.333333333,0.008637658,0.874370226,0.423584076,0.037854099,0.32666751,0.5625,0.44681742,0.04315197,0.052785349,0.080540935,0.120177787,0.133836858,0.10421286,0.166855846,0.179487179,0.169364882,0.173053152,0.643564356,0.320855615,0.165413534,0.001197451,0.000191443,0.022583859,0.738279894,0.444777461,0.651660839,0.835544953,0.008153773,0.030398079,0.00515369,0,3
13,0.00644576,0.309782609,0.553636082,0.443218154,0.008009751,0.003257329,0.239462063,0.30737772,0.170227196,0.229309333,0.007803278,1,0.089552889,0.578211432,0.096477795,0.223477112,0.400251467,0.300179211,0.254458977,0.10885883,0.073934384,0.134147496,0.02681501,0.015977083,0.114755334,0.196127946,0.010979005,0.47193166,0.287583015,0.457617729,0.192520954,0.325309261,0.443609023,0.331179658,0.353834754,0.389277389,0.27748333,0.489693593,0.288813139,0.526494895,0.510824742,0.412765957,0.505167776,0.429725363,0.59550931,0.512056002,0.628796223,0.603964572,0.008342227,0.311151737,0.000185798,0.405039664,0.425814076,0.422596213,0.446704545,0.013858497,0.011540391,0.009471192,0.00858106,0.976839384,0.014088182,0.203479799,0.166283273,0.360544218,0.358885017,0.34591195,0.572440283,0.09051144,0.475184222,0.666666667,0.013211217,0.853729888,0.563606681,0.101779895,0.462346538,0.520833333,0.487855946,0.1369606,0.02701226,0.045161196,0.067189345,0.096072508,0.058758315,0.112372304,0.128205128,0.168119552,0.174289246,0.702970297,0.187165775,0.421052632,0.001197451,0,0.008801063,0.849751129,0.662071033,0.83784965,0.88251081,0.01204853,0.029206308,0.017117615,0.223162675,16
14,0.00042762,0.252717391,0.000620668,0.99566787,0.007661501,0.004938531,0.18908069,0.256011778,0.138860631,0.252592448,0,0,0.14753527,0.649508297,0.387442573,0.603748648,0.412685108,0.143817204,0.224256837,0.168075855,0.114871265,0.102385686,0,0.018952083,0.053181369,0.033121066,0.000566821,0.108089261,0.323606359,0.331717452,0.176402321,0.07856904,0.681704261,0.534389329,0.211559837,0.496503497,0.260899299,0.22005571,0.24016114,0.244044725,0.231443299,0.319148936,0.807305677,0.850026925,0.859693319,0.846642468,0.894099135,0.918810628,0.000189553,0.031809872,4.75E-05,0.209208275,0.23174895,0.322361094,0.296022727,0.008752735,0.008028098,0.009471192,0.007355195,0.915221372,0.010957475,0.078148039,0.06638186,0.289115646,0.351916376,0.103773585,0.796422998,0.014973082,0.381447768,0.666666667,0.000833661,0.961807248,0.723596634,0,0.473864068,0.354166667,0.06281407,0.12195122,0.050929687,0.07013513,0.086265184,0.088217523,0.079822616,0.127128263,0.147741148,0.164383562,0.124845488,0.495049505,0.096256684,0.105263158,0,0,0.012122219,0.891538372,0.742244867,0.767482517,0.899955271,0.002241587,0.033270089,0.001472483,0,0
15,0.002864797,0.296195652,0.026068067,0.945951521,0.034825004,0.015025743,0.150341228,0.26255521,0.114954222,0.171982,0.004227208,1,0.252616353,0.777658267,0.136294028,0.543914454,0.260407935,0.105062724,0.308917955,0.254408413,0.193266167,0.176165231,0.061946068,0.025760417,0.137842038,0.126518811,0.00129683,0.097280335,0.084524049,0.182548476,0.240490006,0.095285858,0.723475355,0.406627762,0.264542423,0.242657343,0.350829202,0.339832869,0.259374032,0.378706855,0.356701031,0.331914894,0.760441739,0.788906839,0.834063527,0.794529427,0.772462628,0.73154787,0.001262423,0.099085923,0.000380237,0.157100638,0.143907563,0.294146764,0.400227273,0.01896426,0.014550928,0.024467245,0.028194913,0.957664548,0.018001565,0.081097022,0.075911929,0.353741497,0.411149826,0.166666667,0.802544713,0.023216689,0.431404421,0.666666667,0.003404117,0.932553226,0.740926786,0.052143394,0.289077332,0.625,0.014656616,0.065666041,0.119795382,0.142143305,0.166383708,0.101510574,0.307095344,0.400681044,0.472527473,0.240348692,0.395550062,0.594059406,0.385026738,0.142857143,0,0,0.0405181,0.813751592,0.656076727,0.783362471,0.892798569,0.004763372,0.038778921,0.061660225,0,0
16,0.004858354,0.339673913,0.027412848,0.959669933,0.017586627,0.022696228,0.146126054,0.296581057,0.130891828,0.158481706,0.006001177,0.9651,0.311687972,0.818377382,0.108728943,0.533821939,0.278429729,0.080645161,0.354577883,0.297990837,0.197812796,0.182113667,0.039114652,0.027439583,0.117034804,0.213274045,0.000854925,0.039225941,0.127792312,0.279224377,0.205802708,0.089936476,0.725480368,0.501667361,0.136532049,0.293006993,0.312019149,0.272423398,0.315928107,0.311618862,0.286082474,0.357446809,0.835197508,0.829563813,0.901861993,0.78026964,0.616365067,0.700970055,0.000782854,0.047531993,0.001131589,0.145901384,0.15362395,0.211854968,0.306931818,0.035740336,0.030607125,0.035122336,0.043211768,0.907680707,0.024002087,0.092008257,0.089056852,0.391156463,0.43554007,0.232704403,0.792341856,0.019851952,0.318270481,0.666666667,0.003433064,0.954656265,0.74456863,0.00401103,0.338817871,0.4375,0.037269682,0.024390244,0.232990792,0.257855863,0.289316894,0.110876133,0.327050998,0.502837684,0.603174603,0.351183064,0.588380717,0.49009901,0.459893048,0.22556391,0.000342129,9.57E-05,0.083693125,0.470887834,0.726359958,0.811917249,0.835246757,0.009442685,0.02949577,0.023559728,0,1
17,0.023252188,0.277173913,0.013447812,0.735843218,0.245690406,0.218976568,0.149739061,0.283003435,0.131061377,0.19330855,0.024586743,1,0.222257078,0.68362016,0.094946401,0.411269975,0.216401229,0.2484319,0.191438763,0.227168426,0.21921984,0.219161223,0.083410334,0.04360625,0.157264635,0.20461865,0.018344795,0.239365411,0.228214933,0.29598338,0.347130883,0.188231361,0.588471178,0.258024177,0.298073361,0.179487179,0.454949564,0.364902507,0.346916641,0.485172581,0.427319588,0.395744681,0.76638822,0.760366182,0.846768894,0.762380088,0.441070024,0.36651202,0.005751037,0.095795247,0.039047276,0.471768549,0.543723739,0.628263829,0.686363636,1,0.93878575,0.905288082,0.83634692,0.438328127,0.403339421,0.177528753,0.136707197,0.343537415,0.355400697,0.317610063,0.305485536,0.307200538,0.781426094,0.333333333,0.020112081,0.937103852,0.274394073,0.056405114,0.184407037,0.479166667,0.064070352,0.08630394,0.484123777,0.674504319,0.935987842,0.664652568,0.456762749,0.574347333,0.709401709,0.313823163,0.613102596,0.772277228,0.604278075,0.112781955,0.003506821,0.001627261,0.747426104,0.265424239,0.387531845,0.660547786,0.656329208,0.00863011,0.128161755,0.076385054,0.121387283,9
18,0.000665157,0.29076087,0.023585394,0.94956163,0.045969006,0.006514658,0.183259735,0.179126452,0.082061716,0.20974369,0.002032348,1,0.357139745,0.771358328,0.136294028,0.764628139,0.264878458,0.031586022,0.380737218,0.376661663,0.29983639,0.275915933,0.061116349,0.032427083,0.213158762,0.143244035,0.000189181,0.029811715,0.022740994,0.062188366,0.685106383,0.041792043,0.702255639,0.16694456,0.652649129,0.022377622,0.800478714,0.200557103,0.159745894,0.37627613,0.299484536,0.306382979,0.842842985,0.858239095,0.944578313,0.749287011,0.637608183,0.651412906,0.000163016,0.027056673,0.000328387,0.183387774,0.212578782,0.332260859,0.327727273,0.040846098,0.038635223,0.05011839,0.041985903,0.954432834,0.013827289,0.044529637,0.047978968,0.346938776,0.37630662,0.185534591,0.860520946,0.006393001,0.170459471,0.666666667,0.000741032,0.969770843,0.824689187,0.015292053,0.346411847,0.5,0.007537688,0.039399625,0.152784937,0.20395379,0.253920615,0.177945619,0.22616408,0.311010216,0.390720391,0.247820672,0.337453646,0.48019802,0.251336898,0.097744361,0.000427661,0,0.075556294,0.602616044,0.718117788,0.834207459,0.848516475,0.001372972,0.057501261,0.036075833,0,0
19,0.034422423,0.27173913,0.086997,0.824755028,0.067734633,0.092361038,0.192693697,0.382790774,0.17802645,0.057131677,0.035747451,1,0.228147683,0.899969269,0.124042879,0.398894629,0.087175189,0.056675627,0.134601665,0.242476334,0.18947731,0.188519676,0.054756741,0.02795,0.105260679,0.165513834,0.015303455,0.131973501,0.070637955,0.148614958,0.365699549,0.122701438,0.832581454,0.351396415,0.190440904,0.215151515,0.417678236,0.479108635,0.281220948,0.556149733,0.512371134,0.361702128,0.781820756,0.776655897,0.864622125,0.7323049,0.614634146,0.623787431,0.005493245,0.069104205,0.009595225,0.296002489,0.395614496,0.552654374,0.646136364,0.105762217,0.115403914,0.13456985,0.133312902,0.875686739,0.057396295,0.091713359,0.077555044,0.340136054,0.445993031,0.220125786,0.528988117,0.08243607,0.48201127,0.666666667,0.069934928,0.841703234,0.439281678,0.045374781,0.307935704,0.8125,0.230318258,0.026266417,0.101238758,0.131737499,0.17380209,0.139274924,0.236141907,0.29738933,0.35042735,0.195516812,0.311495674,0.435643564,0.427807487,0.127819549,0.002010007,9.57E-05,0.12387911,0.518462785,0.373595085,0.569055944,0.764276129,0.026758945,0.061200953,0.002576845,0.162469034,7
